sentence,transcript,wer,levenshtein,ser
to speak of his death so regardlessly wounded her feelings,to speak of his death so regardless they winded her feelings,0.3,6,1
it offers education in the areas of the sciences business studies and modern studies,alyssa alyssa,1.0,77,1
during the scene in mr renards hotel room a bellhop brings him a newspaper,during the scene and mr renards hotel room brings him a newspaper,0.21428571428571427,12,1
this did not make him popular with the more conservative wing of the party,destiny got a problem with the remote party,0.7857142857142857,44,1
following her recommissioning vammen underwent her regularly scheduled overhaul at the todd shipyard,following her recommissioning diamond underwent her regularly scheduled overhaul at the toilet shipyard,0.15384615384615385,9,1
she was replaced at discovery by john ford,it was displaced i just got myself bored,0.875,24,1
when shes with brian she loves him,this is why she lost him,0.7142857142857143,17,1
thus my conjectures get more and more support,thats my car checked out there more and falls apart,0.875,26,1
the mehri language of oman,the weather like with of oman,0.6,13,1
this means that potassium ions can no longer diffuse out of the cell,this means the potassium ions no longer diffuse items fell,0.46153846153846156,16,1
in banking value date is the delivery date of funds traded,if i can take instead of its date of birth planet,0.8181818181818182,33,1
reid afterward described ambrose as the best prime minister canada never had,read afterwards described ambrose as a best prime minister canada never had,0.25,5,1
his rooms were on staircase c first court and known as the qbicle,his rooms grand staircase see 1st court a new one as the cubicle,0.6153846153846154,20,1
mission planners were unaware of the existence of the trailers,mission planners were unaware of the existence of the trailers,0.0,0,0
the waters are fine for kayaking and sailing,the waters are fine for kayaking in ceiling,0.25,4,1
the villains are mostly excrooks who wants that area of the bridge for themselves,the villains are mostly x cruz who won the idea of the bridge for themselves,0.35714285714285715,13,1
at a dance festival the duke experiences various dreams,mystical experience video streams,1.0,30,1
he currently teaches at aish hatorah college of jewish studies,security just ice at so i called at 630,0.9,42,1
aero continente competed with these airlines by offering extremely low ticket fares,are you going to need cheese peaches this airlines open a service dog to keep bass,1.25,52,1
the victory failed to live up to napoleons expectations,the victory failed to live up to napoleons expectations,0.0,0,0
the governor of breisach was bribed to transfer the fortress to france,the governor of research was bribed to transfer the fortress to france,0.08333333333333333,4,1
after retiring dihigo became a radio announcer for the cuban winter league,after retiring did he go became a radio announcer for the cuban winter league,0.25,4,1
how long have you been experiencing these symptoms,how long have you been experiencing these symptoms,0.0,0,0
the horror show starts off with a pyrotechnic stage show complete with actors,the order show starts off with a pyrotechnics stage show complete with actors,0.15384615384615385,4,1
how do you know im mad said alice,how do you know im mad so now,0.25,8,1
but the lead fell considerably in the following days polls,but the light fell considerably in the following days polls,0.1,4,1
the starting blocks consist of two adjustable footplates attached to a rigid frame,the starting blocks consists of two adjustable fault plates attached to a rigid frame,0.23076923076923078,5,1
he also made the front cover of sports illustrated following his fivegame winning streak,he also made the front cover of sports illustrated following his fivegame winning streak,0.0,0,0
two days later operations from theseus ended,two days later operation from descendants,0.42857142857142855,11,1
the bark of the pine tree was shiny and dark,the bark of the pine tree with shiny and dark,0.1,3,1
onslaught was assaulted by the avengers before he could pick up thors hammer,onslaught was assaulted by the avengers before i could pick up thors hammer,0.07692307692307693,2,1
one of the names provided is yulebeings,one of the names provided is youll beings,0.2857142857142857,3,1
go now and come here later,go down come here later,0.3333333333333333,4,1
it is useful for investigating the effects of irradiation on high temperature superconductors,it is useful for investigating the effects of irradiation on hightemperature superconductors,0.15384615384615385,1,1
shapiro was later replaced by rolf barnes though he later rejoined the group,shapiro was later replaced by rolf barnes the relator rejoin the group,0.3076923076923077,9,1
what else can i do,what else can i do,0.0,0,0
the ultra accelerator injection gives derrick the power he needs to change the past,the ultra accelerator injection gives derek power he needs to change the past,0.14285714285714285,7,1
my guardian said directly he would go too,my guardian said directly he would go to,0.125,1,1
there are successful robot designs mating the two technologies,there are successful robot designs made in the two technologies,0.2222222222222222,4,1
the girl at the booth sold fifty bonds,the girl at the booth sold 50 bonds,0.125,5,1
basehead has received praise for its distinctive sound and lyrics,bass head has received praise for its distinctive sound and lyrics,0.2,2,1
